addresses;emerald_balance;eth_balance;erc20_input_tx_count;erc20_output_tx_count;erc20_amount_in;erc20_amount_out;erc20_balance;transfer_input_tx_count;transfer_output_tx_count;transfer_output_balance;swap_ledger_emerald_bought;swap_ledger_emerald_sold;swap_ledger_ether_gained;swap_ledger_ether_spent;swap_ledger_emerald_received;swap_ledger_eth_received;swap_ledger_received_from;swap_ledger_tx_list;os_eth_spent;os_eth_gained;os_emeralds_bought;os_emeralds_sold;ox_txs;is_contract
0xB0E6575C4177898CAFF10376bC2f08C2C69a73be;0.63;-0.05;1;0;0.63;0.0;0.63;0;0;0;0.6375;0.0;0.0;0.05;0.0;0.0;0x9a815f83d52c9ad2d25dd45a303d22e643b460a03b3cbe358197acedad65b850;;0.0;0.0;0;0;;False
0x7E3F8a5eb16B8a11e7De6732BFEab8E9ae187F38;0.0;1.109;3;2;90.0;90.0;0.0;30;30;0;90.0;90.0;4.177;3.068;0.0;0.0;0x362253f0c3a13d17f999741a65f7e6565db8bb60a0a7518134f83baadfc1a326, 0x4b322a2598484965d934a12d13300f33e9a0a0c369ef56cefef3a5bd36ca9608, 0x9bb0f2fa04b18788530ed4c8756d6d629fd3dfb3b93db054d6e48f7f07bb6092, 0xea884b7e45a4c6ce99785c7e7e522933f8dbcdd827fb15340dd8e8dc5ca65fad, 0x40e4ba63c09060b2d1c3e72ccf7642e98cece46d72a835994e91bb2a87c207b8;;0.0;0.0;0;0;;False
0x16361BFd5486B2A5804BCA01c5E29479166b274b;4.1;-0.2091;1;0;4.1;0.0;4.1;4;0;4;4.1;0.0;0.0;0.2091;0.0;0.0;0x33b556eeaf7cd99c76118ab9752572c86d0a6753068f395b3f7c260013b50d16;;0.0;0.0;0;0;;False
0xE5aA55F38DF108D531246c2C1E421a92324F30EE;0.0;-0.9555;5;1;21.09;21.09;0.0;21;21;0;21.11;21.09;0.9445;1.9;0.0;0.0;0xcf12ac21717c89c0f1ef25b1c67a38e11accbe8c49e371528b38ef28430d70db, 0x85433b42ecbdaac3b287bc1c6ffc2f6086c3208fed6fef13348047196edb1117, 0x2f10da00876a478a264f5cd9f62930201ea2b22067e834d5d6269276cbbee94a, 0x8d1320c9ee187f79beba4b0251f570ebf85e85e62c46cc10f61dc62fb2e781b7, 0x305e0a797b159a71a7597a1dda876653b5e14f8330bac07ccd999b3c99833097, 0x00585ae892bedb083190b9dae3da728003307b0902c277f6883091c72eea8184;;0.0;0.0;0;0;;False
0x5A3eDEd19F13E0cb23c417a22C7f08778b83a631;0.0;-0.15;4;2;45.0;45.0;0.0;30;30;0;45.0;45.0;2.73;2.88;0.0;0.0;0x291efb0bc813b675d9e541c8a7f3806d434401b46ab03a5667b9a6453be2fcb9, 0x0e8ed43a02549e370b4a55c6fbf8357365ab277a2fbba5b61f7b85dcbddd19b5, 0x5b1b42addd3aa91b82cf86f60268ac6094f32791ebc15e508012f85c58fa3d29, 0x39e0113cef6f3711837856b3811b0ad4530ed32420de38fcf911541d56b34fcb, 0x4aa4b377007822d738abd52acd7798db29e15cbc21cb9d4f992c3df042000320, 0x4cb032370284f1d373bfe79985fb074eee6e5de9749379cf55053663dcec8838;;0.0;0.0;0;0;;False
0xC8e5EF54ffc35B38f2beB795a70A3FF046364F25;0.0;0.0668;1;1;1.85;1.85;0.0;1;1;0;1.859;1.85;0.1668;0.1;0.0;0.0;0xbf8b50d54254ea36ac0323db1e2a8b85e3894963cb7f01fe93f375d92299431e, 0x5d7b19875e481e9ebbd1e2c738a6f00bf193103eeb6ef96fd7f562ee6fa0784d;;0.0;0.0;0;0;;False
0x76658d88f009280Be60507E81861a949a35e30B7;1.87;-0.2;1;0;1.87;0.0;1.87;1;0;1;1.874;0.0;0.0;0.2;0.0;0.0;0x458f8f28c6447beb3115d8df1b14d36e3f4f0c1e0e907a0287e26da6578650a4;;0.0;0.0;0;0;;False
0x54Ede17f99333072BF5334db1dD91d8B01F72167;0.79;-0.08;1;0;0.79;0.0;0.79;0;0;0;0.7974;0.0;0.0;0.08;0.0;0.0;0x3f991c37c59666402af6fe9285406d60a5ef748386707b64b3cc320e1001cb89;;0.0;0.0;0;0;;False
0x72A3C19E913355a2B5Dd7b7083807B4F9bAb5A4B;30.0;-1.421;1;0;30.0;0.0;30.0;30;0;30;30.0;0.0;0.0;1.421;0.0;0.0;0xf3c62daa96bb906cbfc66d833a4065f7a6eac67f34c29586c43b66b90eda455c;;0.0;0.0;0;0;;False
0xA372BF6678b4d65E2e0be0a155D9b5C2bAD99F68;0.0;0.5479;1;1;10.0;10.0;0.0;0;0;0;10.0;10.0;0.8848;0.3369;0.0;0.0;0xb0db7f2e61d5c6249a4d345691fea8275823b650f8061637d9dc9755d7ffa170, 0x6c86808b8c07937b553a5cc58ced5d6b5c0fec3e57941808080915b9ab630e7a;;0.0;0.0;0;0;;False
0x4Fd556e95f3901e11a63F8d49D35a12Db577eD4B;0.29;-0.03;1;0;0.29;0.0;0.29;0;0;0;0.2933;0.0;0.0;0.03;0.0;0.0;0xd760d6f1ad09a41129b15368f2b3bef580656214a792b80d17924fd74d98e928;;0.0;0.0;0;0;;False
0x5BbEfACCC1A8E1ECb0d470F941668562eEB46FF0;0.42;-0.05;1;0;0.42;0.0;0.42;0;0;0;0.425;0.0;0.0;0.05;0.0;0.0;0x3438c2e1afa86de1018399b452d29dbbba9dc31ca582add74ea93dc834d55a60;;0.0;0.0;0;0;;False
0x3550b2C5CBa617e9E26199e69aBC46B185D045Bd;0.0;-0.0425;4;2;3.01;3.01;0.0;3;3;0;3.018;3.01;0.2041;0.2466;0.0;0.0;0xce2d335f7e777c0196c413345eece11facdcc1e6695b24c48dc0ccd9614cc7ee, 0x3abb5e86fe11323aa09c4ee4105d879fdbe5c758f98b84060594528a4ae002cd, 0x2373493512438a30dfe5e9c5d123fde86769308078817f9d9370e2576961f6a8, 0xf6774fd2b190258c7a95bcd726cb3330dc176baeaaa6e58d1a033f62ddcbd289, 0x42985798c5f09017a16e74c730db2b7b13c7ba76906c57db3b3bed9955f43e32, 0x128b39f73065f3f0101235d0f891bb9c4bb9c2c99e41a5805fcf5dfe54f1b7e6;;0.0;0.0;0;0;;False
0x1e01EB96baFA7815D90b790329f1cEaBED868181;0.0;-0.1291;1;1;3.94;3.94;0.0;3;3;0;3.94;3.94;0.2709;0.4;0.0;0.0;0xbe3be703845cfa1578e86e9e6f6acc00a451148978def23b819b7ecd17ef2c23, 0x4c0cadbbbf0f05c3d3a3c31f72cf0cb6749e30543bb38687740acee49e7ea65c;;0.0;0.0;0;0;;False
0x149c5af238267F6e3a1745570dF1280f939b4A88;0.0;0.0068;1;1;3.09;3.09;0.0;3;3;0;3.096;3.09;0.2068;0.2;0.0;0.0;0x3f993c13114a2c4e6e07661213931ea7066648b4e8bae22f4451df7aefa7bec7, 0xc6d42f6f4786c11a37c29a222311953cc2cd068141374c057c9e314ec57c286b;;0.0;0.0;0;0;;False
0x7Df17f953DBD39B9C0e066D705cf19823637325c;0.0;-0.0998;1;1;5.74;5.74;0.0;5;5;0;5.745;5.74;0.3002;0.4;0.0;0.0;0xa33b3a4d1ad889c4f7e555ab2b7233b4431adbc4fdc99f125a8a831aa4459355, 0x079486547f4d2652bafd7b98e1c25e096a09d749bcad8424cf8e66e019331e73;;0.0;0.0;0;0;;False
0x717821AAe2A45C5c5c5bcDa7A8662cD3df2385E5;8.95;-0.806;2;0;8.95;0.0;8.95;8;0;8;8.952;0.0;0.0;0.806;0.0;0.0;0xfd46b3b1b8746f3e6ecd42c1d712b39468c954c2cb30a98e8a133824e7a43d8b, 0x14030aed5c1e941aa4484578f06edf5ade63a98905ff3a49c0be1f00d7879886;;0.0;0.0;0;0;;False
0xa967266d4Ef3bc4c9E9D941CE0377e664831A5E8;0.46;-0.0563;2;3;2.79;2.33;0.46;2;2;0;2.797;2.33;0.1937;0.25;0.0;0.0;0xfeb6e30691fda66a8a29af9edf12662eb953a35abe0b717a6845fe215c85937d, 0x6718c0987d8aac0c72928044c342ebea3933487a9658e6e2baa023e765742284, 0xcc5a0dc97b6d0fb223083e16d0928eace9bb39a105c158615e268c5499caa1f3, 0x57b74ca0ae136715bafc1b0a4e1b7c0ac422c5b42544e1c45555bad840eca3d5, 0xd1d5f7a1b55d37efc1dd557bd8cc265dadd853ec4c6a8c81bdde835184330b66;;0.0;0.0;0;0;;False
0x68B531349EB44496943Be5FF15A5F510849D561f;0.0;0.1429;2;1;13.0;13.0;0.0;0;0;0;13.0;13.0;0.8798;0.7369;0.0;0.0;0x333106337db702f16416b6c774d63034cf638cf3a891fc58857752f34c40e1a4, 0x27034e49878df082cd3412b9f7f14a7ff1bc65fae4a93ef3fa4ec5c1ddf1a633, 0x339f8f892990ca4ab6ad8ace2408f17528f87ecaf3435b26967b6da5816f503b;;0.0;0.0;0;0;;False
0x931aD8A45831e80659e3E7c549453411A1785432;1.47;-0.15;1;0;1.47;0.0;1.47;1;0;1;1.474;0.0;0.0;0.15;0.0;0.0;0x2bf95ef75ab0141eb88e3222395e3688c59f73fb965bbc7f3214487c6a0dc9cd;;0.0;0.0;0;0;;False
0x06a1d26B6DBcDB60B66a685615C344d38246C995;0.0;0.2927;1;1;10.0;10.0;0.0;0;0;0;10.0;10.0;0.6354;0.3427;0.0;0.0;0x01018cc741603b0ee2773ec3f5614b4d75ab559931ebf4a76180264567b60a4f, 0xc09e99eab0ffb16c5246f2717937156333b12ea779cbdfa6bc8193e13ca81356;;0.0;0.0;0;0;;False
0x9965Ec9708C27650Fc8007642Dba5ff3368F1f2E;15.0;-1.043;2;0;15.0;0.0;15.0;5;0;5;15.0;0.0;0.0;1.043;0.0;0.0;0x05b7ff43381812566abf094265c21ebd2e3ee8934134361575663de04933cac3, 0xc452dd55a552572fb89dfc2ac737ed516d7471c839dd93c027e8290524f04c6e;;0.0;0.0;0;0;;False
0xeEe92583bb0a5925FC40C6d86A34326D4ed8b513;30.66;-2.0;2;0;30.66;0.0;30.66;30;0;30;30.67;0.0;0.0;2.0;0.0;0.0;0x058e10aae742daf285fe40fb1fb488310972059db1d59f1439bce6c885c2e024, 0xcca497f5f98629db3cc4361aa4288e35be51d284e2e709dad3659e9d1d11e1c2;;0.0;0.0;0;0;;False
0x83f3451cAfE319c11A8760D84251b8d20ddCC84C;0.0;0.0572;2;2;5.95;5.95;0.0;5;5;0;5.965;5.95;0.5272;0.47;0.0;0.0;0x9559d5a950d61dfadbc31dbb0ef07d6d9a3e844e6390b3e892931a4737068b30, 0x6f207d2cc7df2808a272f6b0a573be84549fe84d4001e4cc8b9c788474b1cb6c, 0x4c9d3b80307691ad415f3d607436ca4b106daa86a26d45dd0b441387398592e0, 0xfe0c6776c68b781363fdebe976f6603934480611aceab2c34e9d2b7b299b3208;;0.0;0.0;0;0;;False
0xa02A61a4308D8bD686d8d1cc4Aa35d781198275F;0.0;0.4341;2;1;18.0;18.0;0.0;0;0;0;18.0;18.0;1.039;0.6049;0.0;0.0;0xd1b06b57df13d06f401871191c39d19592421d82837103ccbdaca6c2a1a8d65e, 0x94f64e2fec584dcf0017e4e4350c5e59269d4407b276b7204fe9361346bcf59b, 0x465118bb0caa052d13b207f247149a5a90a361221398d8ef62cd322d8d7aa4f0;;0.0;0.0;0;0;;False
0xaF4c01db97884AC093be094A4BD5FAF871897924;0.0;0.1039;2;1;4.0;4.0;0.0;4;4;0;4.0;4.0;0.3739;0.27;0.0;0.0;0x284a69650235fb209ef215f31356e68389007d728df8155674457fb53e8f6c1f, 0x69c43d594dfe2223d397514974f3ad542e1b55304eaa0d5d76698b5baddfb653, 0xa8b7f01d7c92fd8c17fd48ceb35c326f85550f865cee8af7473b9e615f08cc51;;0.0;0.0;0;0;;False
0x321fa3388b98215eED2cB67aB0181DB760CAd5D1;12.33;-1.0;3;0;12.33;0.0;12.33;12;0;12;12.34;0.0;0.0;1.0;0.0;0.0;0x04e79509c4dcee97594c4d73c4a71c52841adc61c85464d1c07f1aebd7df46a1, 0xf7e487012a8f689d34dc91c10b72f53d33b6444f9f6ed3677fe1e7898e7aee95, 0xa7f20aae4db1bdcea1bb7f0f662662ce7ecbf7fba059d2d0384921a9344a65fb;;0.0;0.0;0;0;;False
0xdD24532af28Bf3AB168b1170C547926268164A30;0.0;-0.2279;1;1;5.68;5.68;0.0;5;5;0;5.681;5.68;0.2521;0.48;0.0;0.0;0xef7044189e5db285b0373fd6a7c958f64e2578f1e78a359b36460ec3dd871bc5, 0xedb19833bbdcf22efbd46f35b5f39ef9fc91342e2567928fa31d8bf093a64440;;0.0;0.0;0;0;;False
0xC75FbBbAdEDDE0505Cc806D07d7D68a73E687A50;0.0;-0.01546;1;1;3.0;3.0;0.0;0;0;0;3.005;3.0;0.08454;0.1;0.0;0.0;0x9e621a32ece5493340c06ed558b175ecf2273c698d7a6de88d385635c8d032c1, 0x053facb3396c18cf26f19dec8930529e25dbc8cfb378e9750fd44c7748ead5f2;;0.0;0.0;0;0;;False
0x64B416eE21450a8aEc6c216D527D2448928314ca;75.0;-2.736;3;2;150.0;75.0;75.0;50;50;0;150.0;75.0;5.089;7.825;0.0;0.0;0xbaf554d80c8acf3c3a32adc7a2fac694397b507d96dabb184bd273fffe1f94a1, 0x327386a8a0911e57cd481b63e3dd8affed20a20618acf99dbc43fcd3200a2224, 0x775973a73e3214f2382b865e8600e8fb5dbb79f9d0db803285d2ec8425d51207, 0x0d36025bf7157d7af0f549970e59d90ec6956ca1e532521a00d319f2c2cd39a0, 0xf35b9b6bb39681d5546dc9ca1b1b7492957a9bc98db5825d62161e7f31ce31bf;;0.0;0.0;0;0;;False
0x7565bEa918D60e768933e8dDE8fe4AeD993606a5;4.04;-0.3;2;0;4.04;0.0;4.04;4;0;4;4.046;0.0;0.0;0.3;0.0;0.0;0x991b3c076f56c37802b650e9134e7e4f8350f2499d35a2daedf40c05f6591e05, 0x992f5fa25cf732949274d2f39f44cd02679c28244985bc81eca15fd0bce36a93;;0.0;0.0;0;0;;False
0x3AcF3625eCe9274f389808906B6176D00D6AA785;4.56;-0.415;2;1;7.09;2.53;4.56;6;2;4;7.097;2.53;0.155;0.57;0.0;0.0;0x68cac7991274815cf6a6c6f9c8d5cc8e5170f78c08eaa40e51939b608b61c706, 0x59b972ef2087a15749a773b241f1f1174706066c516568e2f9a0be744b00bdd9, 0xcefc1067ed97859fc6a78e24e473f3bde0caea1232375bf73dbebe422e2247bc;;0.0;0.0;0;0;;False
0xA7B5cA022774BD02842932e4358DDCbea0CCaADe;0.0;0.898;4;4;32.0;32.0;0.0;7;7;0;32.0;32.0;2.212;1.314;0.0;0.0;0x60bbba386895b9e9b0a8f1ff9db7a60b79413af0f4b92df8ffb8554c0589a811, 0x5cbfc190afb014965b00ec598c9da2c9edd07b015798595c24a3180fcc5e539b, 0x0a9ee8071f9c2c3d28ddbf1395134fbeac174586fb998c1e98177759d0caa06a, 0x65485519a12b3f43acaa3f8d6f8f1d34cfe5db12736b6f3dfbd5e6c53042c92b, 0x5e15f1e5fc373eae4bb4b045ceea976475e9a062e86ec6c186ca35e81e5f08e5, 0x720e7779a5e25584c70b5c8340a400656675a12c5d0ae5aeb23fdedb1551f0b3, 0xf22b37a6c556b8d3ad22191a3eb4936f3d18e957b1f8df85cec99d49ea0f50c9, 0x9f275b0419f6e0b76947c4cf6ea784c8c6e3e64d42e965b296f059268ec42696;;0.0;0.0;0;0;;False
0x5DC7baDc127773aA919f02526bDE427bb35fCBbd;0.0;-0.01657;1;1;1.0;1.0;0.0;1;1;0;1.0;1.0;0.09213;0.1087;0.0;0.0;0x9845e8b6d364adc30c8b4977c574432602aa626895ee2e3246e7b60a180bf286, 0xf9bd5dfa1b8f5b66aa88e27185e23b6d2996c6b78368f653d8b3d2a180721f9c;;0.0;0.0;0;0;;False
0xC4c9d0736A6bce30ca919264b73ad1BE533fFd29;4.0;-0.3926;1;0;4.0;0.0;4.0;4;0;4;4.0;0.0;0.0;0.3926;0.0;0.0;0x8f8932c9ba73f31a629255049c61354a7694cb46edb2cae17e3d7475b30d476e;;0.0;0.0;0;0;;False
0xc90534aeDb9dcC17205060eC287bAa576867281f;0.0;-0.207;7;4;48.84;48.84;0.0;38;38;0;48.87;48.84;3.32;3.527;0.0;0.0;0x7d290608448082059e72d762fc34bc8bc6ea8f1b5dac220eb8b90b611fcd71a4, 0x14d7d1c7c156a5dc194507411cbd36450d2f7e2889c03e760026e7328a4b79c7, 0xee27d8bc3b97ab6ea6fe728b056f5d479bd0e9ba092d53cb6cc75fcc3381a938, 0x1e73ddd0c085636db473a0205f1d7cf46376be760b097dde33ddeac2d5349374, 0x36221abe674b7d3957fe6d4ea4b249a094c02e8b43ec1133e763d0fdc50386e3, 0x30c9ce4ac7f0eabec1e9f080aee9511c2f908b8e7372dd95937ab07fdac7b9ef, 0x281e05c9e04c792408baf94a9504a064e68ec5daecd9f7c78dacc4c36bcf4c0c, 0x0f37970a4c10220db30c82b5879461cbb75e2721d530331dc0f41fc1d023026a, 0xcebbe8fe5bf6b99f732f91653bb60d45414cccca00a9b61eac57170eb8b053de, 0x1814ba63665448eaa85fc8b895db70af680ccb6755a04d8d5ad294cb639bfea8, 0x03e2bf160b0a1c2a348b69a222ee6043690f72e5bc2bd697a803bb70d6ba68e4;;0.0;0.0;0;0;;False
0xEE6b71B0b9E8a2e7A30F3f966A41C8b414d5e2cC;1.86;-0.2;1;0;1.86;0.0;1.86;1;0;1;1.868;0.0;0.0;0.2;0.0;0.0;0xd4252c429eb61d9522aab857dc7338eaeb908165838d158a5367e5802255fcde;;0.0;0.0;0;0;;False
0xbA7f114B61223Ce2Ed6D8B04938c5f0812960F58;0.0;-0.1002;1;1;10.76;10.76;0.0;10;10;0;10.76;10.76;0.8998;1.0;0.0;0.0;0x55f96992b482ba81bbe49436ff10bf4303661a11f8169af9e5714322ad6ff66c, 0xa0b702dfc19e880bf4d306b46db12028de0889095e47849cf4090bc6d2ced503;;0.0;0.0;0;0;;False
0xb74A7A36C694f2f08B037b873dFC1755230cAa0c;0.04;-0.1084;2;1;5.04;5.0;0.04;5;5;0;5.047;5.0;0.2916;0.4;0.0;0.0;0x99b7caaad04c1f95ba0602f9eded7c96f1a1b97a973d3af505415b135c7864a1, 0xf09f38b0763d0e0c21b66ca1cf34078649bc5cfb11e5f4f989d4897deb72e186, 0x99f675c04d836aa02e37f66ca183a0d1047792b55ce97dd8970dfbec204b41db;;0.0;0.0;0;0;;False
0x531844A86e381866364c4FF89a17Cd93b0B463b0;0.0;0.2157;1;2;10.0;10.0;0.0;0;0;0;10.0;10.0;0.8437;0.628;0.0;0.0;0x99a770db17ea38a3fe8c422fd65712edc3882085a257c6c62a61c8ea1421d9d8, 0x61b200c97d58a4672e31208ae1d5b717a2992112df2136d8addedb2ebd38b6bc, 0xa1f521c429c1a2f466f81295386b1bd143ea71b9e740efca73b53835cc75d03f;;0.0;0.0;0;0;;False
0x0Fb806fEB5Fd356aeb6A31e22627Afcef091C87e;9.87;-1.0;1;0;9.87;0.0;9.87;9;0;9;9.874;0.0;0.0;1.0;0.0;0.0;0x393a981e8e48aa32e2144ea02ed593783185975e3448f4a90e22380d72d3e728;;0.0;0.0;0;0;;False
0x9155Bb1d5b63F924f399995f31F9c73f0a64e227;1.5;-0.1404;1;0;1.5;0.0;1.5;1;0;1;1.5;0.0;0.0;0.1404;0.0;0.0;0x3d18566fb03ccafa60bec616df9243894c0e46ace2b65868ab41df2e7a74e04a;;0.0;0.0;0;0;;False
0x2EC01bd2d99F8c413F983c8531477CC31E0f9d6c;25.46;-1.9;3;0;25.46;0.0;25.46;25;0;25;25.48;0.0;0.0;1.9;0.0;0.0;0x4b1742676f21b22be33b7f18c1408990c240a81d93fbac79b5285d59a6a22de4, 0x9eaca3bca75bc33acd1779f6e843f997cf78bd91f7cdd4ff6eb688d519ed84e9, 0x5474eaef2ad584344743d4d7aad4be19b94d8c2bd26e714530b2b76809a4e665;;0.0;0.0;0;0;;False
0x7bc3b1236358D4cacD65A5160AE6F07B994B1822;2.04;-0.2;2;0;2.04;0.0;2.04;2;0;2;2.051;0.0;0.0;0.2;0.0;0.0;0xa76b5c1a7fd19d56d45bce1230fb24c6953b9053c293c7f69663094c54fb6f6a, 0x84df63473225940acb248ee7df75151bb6643f5575a0cf4c9651c874901c4203;;0.0;0.0;0;0;;False
0x9C156e778Bcb111B7E803f8773b6B3A627A1aC84;45.0;-1.5;3;0;45.0;0.0;45.0;5;0;5;45.0;0.0;0.0;1.5;0.0;0.0;0xed6956aa9a1b2e9e71f07a0fb9e06d6dfdf22677ade5f8fff7d38117f3f06152, 0xa4a580b0a5629d6f850dbb22b1d886f84baadb7054006392987c3381bf40186e, 0xcac83b4766edb2bb6c538e745cee3c86db077c0adeb6d0b31eab5bc51abe7e54;;0.0;0.0;0;0;;False
0x9AA0C1e7cDCD1bbE6E5300dEbB28F377F4488B20;0.0;0.897;2;1;61.66;61.66;0.0;61;61;0;61.66;61.66;5.359;4.462;0.0;0.0;0x4059b97e1baaed5e2b153cb0e7e4353fed642693f21fe33f95b0fe28d2e88e6e, 0x710ac6f83d67106cee6fa20005b18ddcf3dc8639e8e1a777ab48bc01c6b36a69, 0x1c071a50636e22e33ea911ac0f8e75fb282569bfef69c99640c7196244cb45b3;;0.0;0.0;0;0;;False
0x2aE638AfB0f899d325e5737F6112550a61808DC2;0.29;-0.0663;1;1;2.29;2.0;0.29;2;2;0;2.295;2.0;0.1337;0.2;0.0;0.0;0x82af31980e0c08cbdf1a2ad40a908561a3d04315f42a3f5850f659deece535d9, 0xeb6be763e28de5a81d61645b369607fe6b8e25b2d575837ba8cb8772dbe8eaeb;;0.0;0.0;0;0;;False
0x86BF874B4fCC8D674047B2eb6328D3f7464D55f3;4.0;-0.2275;1;0;4.0;0.0;4.0;4;0;4;4.0;0.0;0.0;0.2275;0.0;0.0;0x0c46f51f61f6eb251950214459cb90aa9d162b2be8a6dd7e6c52edf03c0ea739;;0.0;0.0;0;0;;False
0x9AFdA3AdFC3588B4404f79792a97F2116957300C;0.0;0.6574;1;1;45.0;45.0;0.0;0;0;0;45.0;45.0;1.199;0.5416;0.0;0.0;0x76a232255e43509435a852684a869a00ef503c6bc89d862ddb20c2f6c660b903, 0x1c4bf7ab6b83b50260d5c0634f3fb2ce780a0c5e185c49ef1d13b1b9404fdcfc;;0.0;0.0;0;0;;False
0x20BA96808959ab8F15B5948EC3C239598c8Eb8f0;0.11;-0.011;1;0;0.11;0.0;0.11;0;0;0;0.1167;0.0;0.0;0.011;0.0;0.0;0xe89c8acb4feb80947032351e1b0e343f2c4215f3fa59f6bc52dcbebf6df5683c;;0.0;0.0;0;0;;False
0xe5964fD10170C8291CF97552284D995a006E67aE;0.0;0.1252;1;1;15.0;15.0;0.0;15;15;0;15.0;15.0;0.9065;0.7813;0.0;0.0;0x7745fe34d431a5f5a88b6670655f72ac95a59bdeaa8d763251dc6baa2c0ef2de, 0x6078146f5b7e7861c00756e0e4eb1c4cf9906f55ec80f9223a9eefa836531bea;;0.0;0.0;0;0;;False
0xB842704746FEe9d845cE46405c9C64E856a50058;6.31;-0.45;1;0;6.31;0.0;6.31;6;0;6;6.319;0.0;0.0;0.45;0.0;0.0;0xdeb936f58e44aa8be2c0b4af62c90fc39d7df4d40f7e6e51f0a22eb03dd8ccaa;;0.0;0.0;0;0;;False
0xF59ADA6f6d70FBF09FfBEB155B55192a772b2990;1.16;-0.1;1;0;1.16;0.0;1.16;1;0;1;1.165;0.0;0.0;0.1;0.0;0.0;0x59b6b2bb5c32f5870ae48b290f164d77cae9107acae08663f2412267b2377cda;;0.0;0.0;0;0;;False
0x30312F29c60026abA5174B95cB46d0D7F3D9b8a2;35.26;-3.0;3;0;35.26;0.0;35.26;35;0;35;35.27;0.0;0.0;3.0;0.0;0.0;0xfec418da9e7a28b5a59faffabb470d0bb8cedf87ba4054cc918d9e8a98b0dde6, 0xeb86c9ed69b468ec1e6d6c83fbc9f701c90cb0a4a6756ced5536de89ba250b31, 0xe031590c3d514375b33b9bee30c550bb56fed509a33460b8e56cabeb1cbf9e72;;0.0;0.0;0;0;;False
0xF4B761D98B828175E09bBA0fd5a616d44C35bDE2;22.09;-1.187;6;1;33.44;11.35;22.09;33;11;22;33.47;11.35;1.139;2.326;0.0;0.0;0x88aedbccb3b2c21affbc29b28d10ac1defa3b93764825eeb422825e7aab7e776, 0x12cf4829ed3e61b309b721d482c3b2e44c8425894b28bcc4600f01c683001107, 0xf5443199aa4439c4d17030c6a7c9425290d2cced075162851b51ee576dd35a5f, 0x97fd514ae5bf0163b6d225baf76d60264d02d8f997d817007853f0ec650ef83e, 0x247afef1a1a78606750d9cb2b8a65655d3e41bba5d0066e2f93262f72ff53214, 0xb3e508602973152c6bf03d97c169ddfc892f02a7e647906bac8c4862059efcff, 0xc6b1d96c56b16d3929c0d13eb2bb134060097790353d3040cc92f6f2bc05e3be;;0.0;0.0;0;0;;False
0xA19733082c0fa077E8fE7F26D6fb3E98C8438716;0.0;-0.08316;1;2;2.18;2.18;0.0;2;2;0;2.184;1.09;0.06534;0.1485;0.0;0.0;0x89a5c395eb4542158d852a95920efa93cc3f22926a02ba3574d4e9d031a36e0e, 0x886122dd962e84f8dfdbf2ef2a0fdc08a9338637e5407f7b3ee2594bfabb9146;;0.0;0.0;0;0;;False
0x151868435DC9A8536E8CD0122C2978BB9ccE73A1;3.0;-0.17;3;0;3.0;0.0;3.0;0;0;0;3.0;0.0;0.0;0.17;0.0;0.0;0x9295e67e09702c8c2be414b7af5b29c2a6f86e4b17362e6b74296bfa24659c84, 0x4c710e84ecb540089c17e99bd2ada7dfd1e0a8efe9565b46c0ee9fe6495ee74a, 0x619c518765b6d033af1de075c01a976662469396ba7573cec1d97555041e7a51;;0.0;0.0;0;0;;False
0xA58a99d6F742d8AC0C99790D22D363AaB164D626;0.52;-0.216;2;1;24.52;24.0;0.52;24;24;0;24.54;24.0;1.784;2.0;0.0;0.0;0x018abacb9c683ff6b0cc9121903d8e223d2984cd1bfc71d4bd2015ace5cbe14f, 0x3b895800b96ee6b7455c89d1e43e007f2ff143ee414ef8978253f10c3bb19583, 0xaa83fc77f9de77d05cbe8d92b9e2fe9b240afcfcd7fd6048ef7e9443334bc726;;0.0;0.0;0;0;;False
0x07B82A84EDd794B3BF3F51CAAa7F0f5041dab9AC;0.0;0.0361;1;1;2.0;2.0;0.0;0;0;0;2.0;2.0;0.1602;0.1241;0.0;0.0;0x21386a087217a41e4c7340ddbcfcad9677ad583d378de24a781a7adb1c404bae, 0x4bdd8f183d57762429fb81a33e794ed1297d5c38557f4e87e3edc929151b8cb3;;0.0;0.0;0;0;;False
0x555F92A8bdBbdB39B83B45e463Ae79a5D29A127d;0.0;-0.0719;1;1;2.0;2.0;0.0;2;2;0;2.001;2.0;0.1261;0.198;0.0;0.0;0x223f4d47065ade1b3e5cdb54f7163a5527ddfd2ea0cb4ec31ed3d6ca8837b258, 0xf154060cf26cfe60caa8a4672f3c0bd966594ec01b353b8d5d82c2dfdd3054a4;;0.0;0.0;0;0;;False
0x062186210706EA58F72d3c3130392bcd38280206;0.0;0.087;1;1;23.0;23.0;0.0;0;0;0;23.0;23.0;1.524;1.437;0.0;0.0;0x3b55c6a4bb70a803d602a0c30a94060959f077803e2711db08cc6852a9c63858, 0x3f662a8f9f24d4e9bcba775972f3b1b853089ce5cecf72994d75b28469d555f7;;0.0;0.0;0;0;;False
0x7a9803F2450e948f63BBA32834792ce7AAB02515;0.0;2.552;1;1;45.0;45.0;0.0;0;0;0;45.0;45.0;3.283;0.7311;0.0;0.0;0x3d43cb2ab382ba09f222e519e3234236f59cad496f788422a5b61b43c90200fe, 0x68b880802a9359d729243f8a1712386972667a9be0bb892a85289d5be8bfd0ab;;0.0;0.0;0;0;;False
